title,authors,description
The Death of Ivan Ilych And Other Stories,Leo Tolstoy/Hugh McLean,"'no one pitied him as he would have liked to be pitied' As Ivan Ilyich lies dying he begins to re-evaluate his life, searching for meaning that will make sense of his sufferings. In 'The Death of Ivan Ilyich' and the other works in this volume, Tolstoy conjures characters who, tested to the limit, reveal glorious and unexpected reserves of courage or baseness of a near inhuman kind. Two vivid parables and 'The Forged Coupon', a tale of criminality, explore class relations after the emancipation of the serfs in 1861 and the connection between an ethical life and worldly issues. In 'Master and Workman' Tolstoy creates one of his most gripping dramas about human relationships put to the test in an extreme situation. 'The Death of Ivan Ilyich' is an existential masterpiece, a biting satire that recounts with extraordinary power the final illness and death of a bourgeois lawyer. In his Introduction Andrew Kahn explores Tolstoy's moral concerns and the stylistic features of these late stories, sensitively translated by Nicolas Pasternak Slater. ABOUT THE SERIES: For over 100 years Oxford World's Classics has made available the widest range of literature from around the globe. Each affordable volume reflects Oxford's commitment to scholarship, providing the most accurate text plus a wealth of other valuable features, including expert introductions by leading authorities, helpful notes to clarify the text, up-to-date bibliographies for further study, and much more."
War and Peace,Leo Tolstoy/Henry Gifford/Aylmer Maude/Louise Maude,"In Russia's struggle with Napoleon, Tolstoy saw a tragedy that involved all mankind. Greater than a historical chronicle, War and Peace is an affirmation of life itself, `a complete picture', as a contemporary reviewer put it, `of everything in which people find their happiness and greatness, their grief and humiliation'. Tolstoy gave his personal approval to this translation, published here in a new single volume edition, which includes an introduction by Henry Gifford, and Tolstoy's important essay `Some Words about War and Peace'."
The Kingdom of God Is Within You,Leo Tolstoy/Constance Garnett,"Leo graf Tolstoy, in his seminal work 'The Kingdom of God Is Within You,' delves into the concept of nonviolent resistance and individual morality as the path to achieving a truly harmonious society. Written in a clear, persuasive prose style, Tolstoy's book challenges societal norms and argues for a radical shift towards spiritual autonomy and conscience-driven ethics. Set in the late 19th century, the book reflects Tolstoy's own moral crisis and the influence of Christian teachings on his philosophical views. Through an in-depth analysis of the teachings of Jesus, Tolstoy presents a compelling argument for rejecting violence and embracing love as the guiding principle of human behavior. Leo graf Tolstoy, known for his literary masterpieces like 'War and Peace' and 'Anna Karenina,' was deeply influenced by his personal journey towards spiritual enlightenment and his commitment to social justice. His experiences of witnessing violence and injustice in the world drove him to pen 'The Kingdom of God Is Within You' in an effort to inspire readers to embrace pacifism and live in accordance with their own moral convictions. This book serves as a testament to Tolstoy's unwavering belief in the power of nonviolent resistance as a force for positive change in society. 'The Kingdom of God Is Within You' is a must-read for anyone interested in exploring the intersection of spirituality, ethics, and social action. Tolstoy's profound insights and impassioned plea for a more humane world make this book a timeless and essential read for individuals seeking a deeper understanding of the human condition and their place within it."
Atlas Shrugged,Ayn Rand/Leonard Peikoff,"While the fiction of novelist-philosopher Ayn Rand is extremely popular and enduring, little has been written on it so far. This book consists of essays, most of which are new, by top Rand scholars on Atlas Shrugged, her magnum opus. The essays deal with historical, literary, and philosophical topics, surpassing related writings in breadth and depth of analysis. The historical essays cover the writing of Atlas Shrugged, its publication history, and its reception. The literary essays cover analysis of the novel's plot, theme, and characterization; comparisons with other works, such as the novels of Hugo, Dostoyevsky, and Joyce; and the proper approach to adapting Atlas Shrugged to film. The philosophical essays cover a vast range of topics, including the place of Galt's speech in the novel, the role of the mind in human life, and the evil of non-objective law. Some of the essays make use of previously unpublished material from the Ayn Rand Archives."
For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,"Here is Ayn Rand’s first non-fiction work—a challenge to the prevalent philosophical doctrines of our time and the “atmosphere of guilt, of panic, of despair, of boredom, and of all-pervasive evasion” that they create. As incisive and relevant today as it was sixty years ago, this book presents the essentials of Ayn Rand’s philosophy “for those who wish to acquire an integrated view of existence.” In the title essay, she offers an analysis of Western culture, discusses the causes of its progress, its decline, its present bankruptcy, and points the road to an intellectual renaissance. One of the most controversial figures on the intellectual scene, Ayn Rand was the proponent of a moral philosophy—and ethic of rational self-interest—that stands in sharp opposition to the ethics of altruism and self-sacrifice. The fundamentals of this morality—""a philosophy for living on Earth""—are here vibrantly set forth by the spokesman for a new class, For the New Intellectual."
The Fountainhead,Ayn Rand,"When The Fountainhead was first published, Ayn Rand's daringly original literary vision and her groundbreaking philosophy, Objectivism, won immediate worldwide interest and acclaim. This instant classic is the story of an intransigent young architect, his violent battle against conventional standards, and his explosive love affair with a beautiful woman who struggles to defeat him. This edition contains a special afterword by Rand’s literary executor, Leonard Peikoff, which includes excerpts from Ayn Rand’s own notes on the making of The Fountainhead. As fresh today as it was then, here is a novel about a hero—and about those who try to destroy him."
The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand/Nathaniel Branden,"A collection of essays that sets forth the moral principles of Objectivism, Ayn Rand's controversial, groundbreaking philosophy. Since their initial publication, Rand's fictional works—Anthem, The Fountainhead, and Atlas Shrugged—have had a major impact on the intellectual scene. The underlying theme of her famous novels is her philosophy, a new morality—the ethics of rational self-interest—that offers a robust challenge to altruist-collectivist thought. Known as Objectivism, her divisive philosophy holds human life—the life proper to a rational being—as the standard of moral values and regards altruism as incompatible with man's nature. In this series of essays, Rand asks why man needs morality in the first place, and arrives at an answer that redefines a new code of ethics based on the virtue of selfishness. More Than 1 Million Copies Sold!"
Anthem,Ayn Rand,"Anthem, which was written during a break from the writing of the author’s next major novel, The Fountainhead, presents a vision of a dystopian future world in which totalitarian collectivism has triumphed to such an extent that even the word ‘I’ has been forgotten and replaced with ‘we’. The story takes place at an unspecified future date when mankind has entered another Dark Age. Technological advancement is now carefully planned and the concept of individuality has been eliminated. A young man known as Equality 7-2521 rebels by doing secret scientific research. When his activity is discovered, he flees into the wilderness with the girl he loves. Together they plan to establish a new society based on rediscovered individualism. This is the revised version published in 1946, which went on to sell more than 3.5 million copies."
We the Living,Ayn Rand/Leonard Peikoff,"Ayn Rand remains a truly significant figure of modern philosophy. Her unique vision of a world in which man, relying on reason, acts wholly for his own good is skillfully developed and illustrated in her most famous novels, Atlas Shrugged and The Fountainhead. But Rand's first novel, We the Living, a lesser-known but no less important book, offers an early form of the author's nascent philosophy--the philosophy Rand later called Objectivism. In the second edition, Robert Mayhew once again brings together pre-eminent scholars of Rand's writing. The edition includes three new chapters, as well as an epilogue by renowned Rand-scholar Leonard Peikoff. In part a history of We the Living, from its earliest drafts to the Italian film later based upon it, Mayhew's collection goes on to explore the enduring significance of Rand's first novel as a work both of philosophy and of literature. For Ayn Rand scholars and fans alike, this enhanced second edition is a compelling examination of a novel that set the tone for some of the most influential philosophical literature to follow."
Capitalism: The Unknown Ideal,Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen,"In this series of essays, Ayn Rand presents her stand on the persecution of big business, the causes of war, the default of conservatism, and the evils of altruism. The foundations of capitalism are being battered by a flood of altruism, which is the cause of the modern world's collapse. This is the view of Ayn Rand, a view so radically opposed to prevailing attitudes that it constitutes a major philosophic revolution. Here is a challenging new look at modern society by one of the most provocative intellectuals on the American scene. This edition includes two articles by Ayn Rand that did not appear in the hardcover edition: “The Wreckage of the Consensus,” which presents the Objectivists’ views on Vietnam and the draft; and “Requiem for Man,” an answer to the Papal encyclical Progresso Populorum."
Letters of Ayn Rand,Ayn Rand/Michael S. Berliner/Leonard Peikoff,"The publication of the letters of Ayn Rand is a cause for celebration, not only among the countless millions of Ayn Rand admirers the world over, but also among all those interested in the key political, philosophical, and artistic issues of our century. For there is no separation between Ayn Rand the vibrant, creative woman and Ayn Rand the intellectual dynamo, the rational thinker, who was also a passionately committed champion of individual freedom. These remarkable letters begin in 1926, with a note from the twenty-year-old Ayn Rand, newly arrived in Chicago from Soviet Russia, an impoverished unknown determined to realize the promise of the land of opportunity. They move through her struggles and successes as a screenwriter, a playwright, and a novelist, her sensational triumph as the author of The Fountainhead and Atlas Shrugged, and her eminence as founder and shaper of Objectivism, one of the most challenging philosophies of our time. They are written to such famed contemporaries as Cecil B. DeMille, Frank Lloyd Wright, H.L. Mencken, Alexander Kerensky, Barry Goldwater and Mickey Spillane There are letters to philosophers, priests, publishers, and political columnists; to her beloved husband, Frank O' Connor; and to her intimate circle of friends and her growing legion of followers. Her letters range in tone from warm affection to icy fury, and in content from telling commentaries on the events of the day to unforgettably eloquent statements of her philosophical ideas. They are presented chronologically, with explanatory notes by Michael S. Berliner, who identifies the recipients of the letters and provides relevant background and context. Here is a chronicle that captures the inspiring drama of a towering literary genius and seminal thinker, and--often day-by-day--her amazing life."
Sailing for Dummies,J.J. Isler/Peter Isler,"Interested in learning to sail but feel like you’re navigating in murky waters? Sailing for Dummies, Second Edition introduces the basics of sailing, looks at the different types of sailboats and their basic parts, and teaches you everything you need to know before you leave the dock. In Sailing for Dummies, Second Edition, two U.S. sailing champions show you how to: Find and choose a sailing school Use life jackets correctly Tie ten nautical knots Handle sailing emergencies (such as capsizing and rescuing a man overboard) Launch your boat from a trailer, ramp, or beach Get your boat from point A to point B (and back again) Predict and respond to water and wind conditions Read charts, plot your course, use a compass, and find your position at sea Sailing for Dummies shows you that getting out on the water is easier than you think. The authors keep the sailor-speak to a minimum where possible, but give you a grasp of the terminology you need to safely and effectively communicate with your crew. A textbook, user’s manual, and reference all in one, this book takes the intimidation out of sailing and gives you the skills and confidence you need to get your feet wet and become the sailing pro you’ve always wanted to be. Anchors away!"
Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,"A gripping intellectual adventure story, Sailing from Byzantium sweeps you from the deserts of Arabia to the dark forests of northern Russia, from the colorful towns of Renaissance Italy to the final moments of a millennial city under siege…. Byzantium: the successor of Greece and Rome, this magnificent empire bridged the ancient and modern worlds for more than a thousand years. Without Byzantium, the works of Homer and Herodotus, Plato and Aristotle, Sophocles and Aeschylus, would never have survived. Yet very few of us have any idea of the enormous debt we owe them. The story of Byzantium is a real-life adventure of electrifying ideas, high drama, colorful characters, and inspiring feats of daring. In Sailing from Byzantium, Colin Wells tells of the missionaries, mystics, philosophers, and artists who against great odds and often at peril of their own lives spread Greek ideas to the Italians, the Arabs, and the Slavs. Their heroic efforts inspired the Renaissance, the golden age of Islamic learning, and Russian Orthodox Christianity, which came complete with a new alphabet, architecture, and one of the world’s greatest artistic traditions. The story’s central reference point is an arcane squabble called the Hesychast controversy that pitted humanist scholars led by the brilliant, acerbic intellectual Barlaam against the powerful monks of Mount Athos led by the stern Gregory Palamas, who denounced “pagan” rationalism in favor of Christian mysticism. Within a few decades, the light of Byzantium would be extinguished forever by the invading Turks, but not before the humanists found a safe haven for Greek literature. The controversy of rationalism versus faith would continue to be argued by some of history’s greatest minds. Fast-paced, compulsively readable, and filled with fascinating insights, Sailing from Byzantium is one of the great historical dramas–the gripping story of how the flame of civilization was saved and passed on."
Sailing Alone Around the Room: New and Selected Poems,Billy Collins,"Sailing Alone Around the Room, by America’s Poet Laureate, Billy Collins, contains both new poems and a generous gathering from his earlier collections The Apple That Astonished Paris, Questions About Angels, The Art of Drowning, and Picnic, Lightning. These poems show Collins at his best, performing the kinds of distinctive poetic maneuvers that have delighted and fascinated so many readers. They may begin in curiosity and end in grief; they may start with irony and end with lyric transformation; they may, and often do, begin with the everyday and end in the infinite. Possessed of a unique voice that is at once plain and melodic, Billy Collins has managed to enrich American poetry while greatly widening the circle of its audience."
The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,"For thousands of years, man has sailed into battle, sailed for rumored wealth, and sailed for pure adventure. And for nearly as long, stories about the sea have entertained, intrigued, and inspired readers. The Greatest Sailing Stories Ever Told brings together some of the most compelling writing of the millennium. Here is Peter Goss's wrenching narrative of incredible courage in the world's most desolate ocean along with Ernest Shackleton's understated and awesome account of one of the most daring small-boat journeys ever taken, where failure meant certain death for his long-suffering crew. But sailing is much more than headlong dashes into roaring seas. You'll also find William F. Buckley Jr. on idyllic cruising; James Thurber on the arcane and often impenetrable language of sailors; and the legendary Joshua Slocum on sailing alone around the world. The Greatest Sailing Stories Ever Told is a treasure trove: tears, adrenaline, laughter, and adventure abound. With contributions from: - James Thurber -William F. Buckley Jr. - Ann Davison - Sterling Hayden - Ernest Shackleton - Tristan Jones - Samuel Eliot Morrison - Joshua Slocum - E. B. White - C. S. Forester - Cleveland Amory - Weston Martyr - Peter Goss - David Kasanof – and many others."
"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,Self-Help
The Natural,Bernard Malamud/Kevin Baker,"For use in schools and libraries only. A Pulitzer Prize-winning novel follows the career of baseball player Roy Hobbs, a natural with a bat whose dreams of playing in the big leagues are deferred by a youthful indiscretion, but who finally becomes a hero."
Digging to America,Anne Tyler,"Anne Tyler’s richest, most deeply searching novel–a story about what it is to be an American, and about Iranian-born Maryam Yazdan, who, after 35 years in this country, must finally come to terms with her “outsiderness.” Two families, who would otherwise never have come together, meet by chance at the Baltimore airport – the Donaldsons, a very American couple, and the Yazdans, Maryam’s fully assimilated son and his attractive Iranian wife. Each couple is awaiting the arrival of an adopted infant daughter from Korea. After the instant babies from distant Asia are delivered, Bitsy Donaldson impulsively invites the Yazdans to celebrate: an “arrival party” that from then on is repeated every year as the two families become more and more deeply intertwined. Even Maryam is drawn in – up to a point. When she finds herself being courted by Bitsy Donaldson’s recently widowed father, all the values she cherishes – her traditions, her privacy, her otherness–are suddenly threatened. A luminous novel brimming with subtle, funny, and tender observations that immerse us in the challenges of both sides of the American story."
Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo/Bonnie Lisle,"Intended as a reader for writing and critical thinking courses, this volume presents a collection of writings promoting cultural diversity, encouraging readers to grapple with the real differences in perspectives that arise in our complex society."
Modern Latin America,Thomas E. Skidmore/Peter H. Smith,"This second edition offers an unparallelled look at Brazil in the twentieth century, including in-depth coverage of the 1930 revolution and Vargas's rise to power; the ensuing unstable democratic period and the military coups that followed; and the reemergence of democracy in 1985. It concludes with the recent presidency of Luiz Inacio ""Lula"" da Silva, covering such economic successes as record-setting exports, dramatic foreign debt reduction, and improved income distribution. The second edition features numerous new images and a new bibliographic guide to recent works on Brazilian history for use by both instructors and students. Informed by the most recent scholarship available, Brazil: Five Centuries of Change, Second Edition, explores the country's many blessings--ethnic diversity, racial democracy, a vibrant cultural life, and a wealth of natural resources."
The Plot Against America,Philip Roth,"NATIONAL BESTSELLER • The chilling bestselling alternate history novel of what happens to one family when America elects a charismatic, isolationist president whose government embraces anti-Semitism—from the Pulitzer Prize–winning author of American Pastoral. “A terrific political novel.... Sinister, vivid, dreamlike...You turn the pages, astonished and frightened.” —The New York Times Book Review One of the New York Times’s 100 Best Books of the 21st Century In an extraordinary feat of narrative invention, Philip Roth imagines an alternate history where Franklin D. Roosevelt loses the 1940 presidential election to heroic aviator and rabid isolationist Charles A. Lindbergh. Shortly thereafter, Lindbergh negotiates a cordial ""understanding"" with Adolf Hitler, while the new government embarks on a program of folksy anti-Semitism."
Naked Pictures of Famous People,Jon   Stewart,"In these nineteen whip-smart essays, Jon Stewart takes on politics, religion, and celebrity with a seethingly irreverent wit, a brilliantsense of timming, and a palate for the obsurd -- and these one-of-a-kind forays into his hilarious world will expose you to all its wickedly naked truths. He's the MTV generation's master of modern humor, a star of film, TV, and the comedy stage. This sultan of savvy serves up a whip-smart, utterly original collection of comic essays in Naked Pictures of Famous People. And as of January 11, 1999, you can enjoy the intelligence and self-deprecating charm he brings to contemporary comedy on Comedy Central's ""The Daily Show."" In his first book, he translates that unique talent to the page, with humorous forays into a vast array of subjects: fashion, urban life, fast cars, cocktail culture, modern Jewishness, politics, and dating. A seethingly irreverent wit, Stewart has a genius for language and brilliant timing that makes his up-to-the-minute collection a must-have for humor lovers in search of a Woody Allen for the 90s.He's the MTV generation's master of modern humor, a star of film, TV, and the comedy stage. This sultan of savvy serves up a whip-smart, utterly original collection of comic essays in Naked Pictures of Famous People. And as of January 11, 1999, you can enjoy the intelligence and self-deprecating charm he brings to contemporary comedy on Comedy Central's ""The Daily Show."" In his first book, he translates that unique talent to the page, with humorous forays into a vast array of subjects: fashion, urban life, fast cars, cocktail culture, modern Jewishness, politics, and dating. A seethingly irreverent wit, Stewart has a genius for language and brilliant timing that makes his up-to-the-minute collection a must-have for humor lovers in search of a Woody Allen for the 90s."
Collected Stories,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,"Collected here are twenty-six of Gabriel Garcia Marquez's most brilliant and enchanting short stories, presented in the chronological order of their publication in Spanish from three volumes: Eyes of a Blue Dog,Big Mama's Funeral, and The Incredible and Sad Tale of lnnocent Eréndira and Her Heartless Grandmother. Combining mysticism, history, and humor, the stories in this collection span more than two decades, illuminating the development of Marquez's prose and exhibiting the themes of family, poverty, and death that resound throughout his fiction."
Crónica de una muerte anunciada,Gabriel García Márquez,"Setting out to reconstruct a murder that took place 27 years earlier, this moving chronicle moves backwards and forwards in time, through the contradictions of memory and moments lost in the mists of time"
Cien años de soledad,Gabriel García Márquez,"ONE OF THE WORLD'S MOST FAMOUS BOOKS AND WINNER OF THE NOBEL PRIZE FOR LITERATURE _______________________________ 'Many years later, as he faced the firing squad, Colonel Aureliano Buendía was to remember that distant afternoon when his father took him to discover ice' Gabriel García Márquez's great masterpiece is the story of seven generations of the Buendía family and of Macondo, the town they built. Though little more than a settlement surrounded by mountains, Macondo has its wars and disasters, even its wonders and its miracles. A microcosm of Columbian life, its secrets lie hidden, encoded in a book, and only Aureliano Buendía can fathom its mysteries and reveal its shrouded destiny. Blending political reality with magic realism, fantasy and comic invention, One Hundred Years of Solitude is one of the most daringly original works of the twentieth century. _______________________________ 'Should be required reading for the entire human race' The New York Times 'The book that sort of saved my life' Emma Thompson 'No lover of fiction can fail to respond to the grace of Márquez's writing' Sunday Telegraph"
Del amor y otros demonios,Gabriel García Márquez,"Nobel Prize winner and author of One Hundred Years of Solitude and Love in the Time of Cholera, Gabriel García Márquez blends the natural with supernatural in Of Love and Other Demons - a novel which explores community, superstition and collective hysteria. 'An ash-grey dog with a white blaze on its forehead burst on to the rough terrain of the market on the first Sunday of December' When a witch doctor appears on the Marquis de Casalduero's doorstep prophesising a plague of rabies in the Colombian seaport, he dismisses her claims - until he hears that his young daughter, Sierva María, was one of four people bitten by a rabid dog, and the only one to survive. Sierva María appears completely unscathed - but as rumours of the plague spread, the Marquis and his wife wonder at her continuing good health. In a town consumed by superstition, it's not long before they, and everyone else, put her survival down to a demonic possession and begin to see her supernatural powers as the cause of the town's woes. Only the young priest charged with exorcizing the evil spirit recognises the girl's sanity, but can he convince the town that it's not her that needs healing? 'Superb and intensely readable' Time Out 'A compassionate, witty and unforgettable masterpiece' Daily Telegraph 'At once nostalgic and satiric, a resplendent fable' Sunday Times"
Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,"At first glance, Garcia Mrquez's vivid and detailed portrait of his early life appears to be testament to a photographic memory. Yet as he explains in the epigraph, ""Life isn't what one lived, but what one remembers and how one remembers it to tell it."""
Memoria de mis putas tristes,Gabriel García Márquez,"AVAILABLE FOR THE FIRST TIME IN eBOOK! A New York Times Notable Book On the eve of his ninetieth birthday a bachelor decides to give himself a wild night of love with a virgin. As is his habit–he has purchased hundreds of women–he asks a madam for her assistance. The fourteen-year-old girl who is procured for him is enchanting, but exhausted as she is from caring for siblings and her job sewing buttons, she can do little but sleep. Yet with this sleeping beauty at his side, it is he who awakens to a romance he has never known. Tender, knowing, and slyly comic, Memories of My Melancholy Whores is an exquisite addition to the master’s work."
The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,Introduces the superstring theory that attempts to unite general relativity and quantum mechanics.
Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon/Thanissaro Bhikkhu,"Upasika Kee was a uniquely powerful spiritual teacher. Evocative of the great Ajahn Chah, her teachings are earthy, refreshingly direct, and hard-hitting. In the twentieth century, she grew to become one of the most famous teachers in Thailand--male or female--all the more remarkable because, rarer still, she was not a monastic but a layperson. Her relentless honesty, along with her encouraging voice, is one reason so many contemporary Buddhist teachers recall Upasika Kee so fondly, and so often. With this book, readers seeking something reminiscent of the classic Mindfulness in Plain English can receive instruction on meditation practice as they become acquainted with the legacy of a renowned Buddhist figure. Pure and Simple, the first widely-available collection of her writings, will be gratefully received not only by those who knew Upasika Kee, but by anyone who encounters her for the first time in its pages."
The Mini Rough Guide to London,Rob Humphreys/Beth Chaplin/Rebecca Morrill,"David Henry Hwang’s beautiful, heartrending play featuring an afterword by the author – winner of a 1988 Tony Award for Best Play and nominated for the 1989 Pulitzer Prize Based on a true story that stunned the world, M. Butterfly opens in the cramped prison cell where diplomat Rene Gallimard is being held captive by the French government—and by his own illusions. In the darkness of his cell he recalls a time when desire seemed to give him wings. A time when Song Liling, the beautiful Chinese diva, touched him with a love as vivid, as seductive—and as elusive—as a butterfly. How could he have known, then, that his ideal woman was, in fact, a spy for the Chinese government—and a man disguised as a woman? In a series of flashbacks, the diplomat relives the twenty-year affair from the temptation to the seduction, from its consummation to the scandal that ultimately consumed them both. But in the end, there remains only one truth: Whether or not Gallimard's passion was a flight of fancy, it sparked the most vigorous emotions of his life. Only in real life could love become so unreal. And only in such a dramatic tour de force do we learn how a fantasy can become a man's mistress—as well as his jailer. M. Butterfly is one of the most compelling, explosive, and slyly humorous dramas ever to light the Broadway stage, a work of unrivaled brilliance, illuminating the conflict between men and women, the differences between East and West, racial stereotypes—and the shadows we cast around our most cherished illusions. M. Butterfly remains one of the most influential romantic plays of contemporary literature, and in 1993 was made into a film by David Cronenberg starring Jeremy Irons and John Lone."
Best of London (Lonely Planet Best Of),Lonely Planet/Sarah Johnstone/Steve Fallon,"The guidebooks in this series select the best a destination has to offer in an accessible, light, pocket-sized format. Detailed maps and transport network maps enable travellers to find all the locations mentioned in the guide."
Lonely Planet Londres,Lonely Planet/Sarah Johnstone/Tom Masters,"A media history of the material and infrastructural features of networking practices, a German classic translated for the first time into English. Nets hold, connect, and catch. They ensnare, bind, and entangle. Our social networks owe their name to a conceivably strange and ambivalent object. But how did the net get into the network? And how can it reasonably represent the connectedness of people, things, institutions, signs, infrastructures, and even nature? The Connectivity of Things by Sebastian Giessmann, the first media history that addresses the overwhelming diversity of networks, attempts to answer all these questions and more. Reconstructing the decisive moments in which networking turned into a veritable cultural technique, Giessmann takes readers below the street to the Parisian sewers and to the Suez Canal, into the telephone exchanges of Northeast America, and on to the London Underground. His brilliant history explains why social networks were discovered late, how the rapid rise of mathematical network theory was able to take place, how improbable the invention of the internet was, and even what diagrams and conspiracy theories have to do with it all. A primer on networking as a cultural technique, this translated German classic explains everything one ever could wish to know about networks."
Out to Eat London 2002 (Lonely Planet Out to Eat),Lonely Planet/Mark Honan,"""Among the many groups of Chinese who migrated from their ancestral homeland in the nineteenth century, none found a more favorable situation than those who came to Hawaii. Coming from South China, largely as laborers for sugar plantations and Chinese rice plantations but also as independent merchants and craftsmen, they arrived at a time when the tiny Polynesian kingdom was being drawn into an international economic, political, and cultural world. Between the extremes of enthusiastic welcome and bitter prejudice, the migrants made their way into the mainstream of Hawaiian life. Caucasians dominated the sugar industry, banking, and the larger businesses, and increasingly controlled the government, but they were too few to preempt the openings in crafts, trades, and smaller businesses resulting from the expansion of the Island economy: Although more than half of the migrants returned to China after a few years' sojourn, those who remained moved successfully into these openings. As the first major Asian migrant group in the area (followed by Japanese, Koreans, and Filipinos) they had little competition. By the time the monarchy was overthrown in 1893 and Hawaii was annexed to the United States in 1898, Chinese settlers were well established and were helping their Hawaii-born children move on to greater achievements, political and social as well as economic. Sojourners and Settlers traces the waves of Chinese immigration, the plantation experience, and movement into urban occupations. Important for the migrants were their close ties with indigenous Hawaiians, hundreds establishing families with Hawaiian wives. Other migrants brought Chinese wives to the Islands. Though many early Chinese families lived in the section of Honolulu called ""Chinatown,"" this was never an exclusively Chinese place of residence, and under Hawaii's relatively open pattern of ethnic relations Chinese families rapidly became dispersed throughout Honolulu.Chinatown was, however, a nucleus for Chinese business, cultural, and organizational activities. More than two hundred organizations were formed by the migrants to provide mutual aid, to respond to discrimination under the monarchy and later under American laws, and to establish their status among other Chinese and in Hawaii's multiethnic community. Professor Glick skillfully describes the organizational network in all its subtlety. He also examines the social apparatus of migrant existence: families, celebrations, newspapers, schools-in short, the way of life. Using a sociological framework, the author provides a fascinating account of the migrant settlers' transformation from villagers bound by ancestral clan and tradition into participants in a mobile, largely Westernized social order"" -- Book jacket."
Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,"This inside view with the Cardinals’ Tony La Russa by the #1 New York Times–bestselling author of Friday Night Lights “should appeal to any baseball fan” (Publishers Weekly). A Chicago Tribune Best Book of the Year “Plenty of books have taken us inside baseball, but August takes us directly inside players’ heads.” —Entertainment Weekly 3 Nights in August captures the strategic and emotional complexities of baseball’s quintessential form: the three-game series. As the St. Louis Cardinals battle their archrival, the Chicago Cubs, we watch from the dugout through the eyes of legendary Tony La Russa, considered by many to be the greatest manager of the modern era. In his thirty-three years of managing, La Russa won three World Series titles and was named Manager of the Year a record five times. He now stands as the third-winningest manager in the history of baseball. A great leader, La Russa built his success on the conviction that ball games are won not only by the numbers but also by the hearts and minds of those who play. Drawing on unprecedented access to a major league skipper and his team, Buzz Bissinger portrays baseball with a revelatory intimacy that offers many surprisingly tactical insights—and furthers the debate on major league managerial style and strategy in his provocative afterword. “Superb . . . Will be devoured by hard-core strategists.” —The New York Times Book Review"
Cryptonomicon,Neal Stephenson,"With this extraordinary first volume in what promises to be an epoch-making masterpiece, Neal Stephenson hacks into the secret histories of nations and the private obsessions of men, decrypting with dazzling virtuosity the forces that shaped this century. As an added bonus, the e-book edition of this New York Times bestseller includes an excerpt from Stephenson's new novel, Seveneves. In 1942, Lawrence Pritchard Waterhouse—mathematical genius and young Captain in the U.S. Navy—is assigned to detachment 2702. It is an outfit so secret that only a handful of people know it exists, and some of those people have names like Churchill and Roosevelt. The mission of Waterhouse and Detachment 2702—commanded by Marine Raider Bobby Shaftoe-is to keep the Nazis ignorant of the fact that Allied Intelligence has cracked the enemy's fabled Enigma code. It is a game, a cryptographic chess match between Waterhouse and his German counterpart, translated into action by the gung-ho Shaftoe and his forces. Fast-forward to the present, where Waterhouse's crypto-hacker grandson, Randy, is attempting to create a ""data haven"" in Southeast Asia—a place where encrypted data can be stored and exchanged free of repression and scrutiny. As governments and multinationals attack the endeavor, Randy joins forces with Shaftoe's tough-as-nails granddaughter, Amy, to secretly salvage a sunken Nazi submarine that holds the key to keeping the dream of a data haven afloat. But soon their scheme brings to light a massive conspiracy with its roots in Detachment 2702 linked to an unbreakable Nazi code called Arethusa. And it will represent the path to unimaginable riches and a future of personal and digital liberty...or to universal totalitarianism reborn. A breathtaking tour de force, and Neal Stephenson's most accomplished and affecting work to date, Cryptonomicon is profound and prophetic, hypnotic and hyper-driven, as it leaps forward and back between World War II and the World Wide Web, hinting all the while at a dark day-after-tomorrow. It is a work of great art, thought and creative daring; the product of a truly iconoclastic imagination working with white-hot intensity."
Le Réseau Kinakuta (Cryptonomicon  #2),Neal Stephenson,"How does coding change the way we think about architecture? This question opens up an important research perspective. In this book, Miro Roman and his AI Alice_ch3n81 develop a playful scenario in which they propose coding as the new literacy of information. They convey knowledge in the form of a project model that links the fields of architecture and information through two interwoven narrative strands in an “infinite flow” of real books. Focusing on the intersection of information technology and architectural formulation, the authors create an evolving intellectual reflection on digital architecture and computer science."
The Confusion (The Baroque Cycle  #2),Neal Stephenson,"In which Daniel Waterhouse, fearless thinker and courageous Puritan, pursues knowledge in the company of the greatest minds of Baroque-era Europe -- in a chaotic world where reason wars with the bloody ambitions of the mighty, and where catastrophe, natural or otherwise, can alter the political landscape overnight."
